"111","27","08","Wardha",NULL,NULL
"111","27","09","Nagpur",NULL,NULL
"111","27","10","Bhandara",NULL,NULL
"111","27","11","Gondiya",NULL,NULL
"111","27","12","Gadchiroli",NULL,NULL
"111","27","13","Chandrapur",NULL,NULL
"111","27","14","Yavatmal",NULL,NULL
"111","27","15","Nanded",NULL,NULL
"111","27","16","Hingoli",NULL,NULL
"111","27","17","Parbhani",NULL,NULL
"111","27","18","Jalna",NULL,NULL
"111","27","19","Aurangabad",NULL,NULL
"111","27","20","Nashik",NULL,NULL
"111","27","21","Thane",NULL,NULL
"111","27","22","Mumbai (Suburban)",NULL,NULL
"111","27","23","Mumbai",NULL,NULL
"111","27","24","Raigarh",NULL,NULL
"111","27","25","Pune",NULL,NULL
"111","27","26","Ahmadnagar",NULL,NULL
"111","27","27","Bid",NULL,NULL
"111","27","28","Latur",NULL,NULL
"111","27","29","Osmanabad",NULL,NULL
"111","27","30","Solapur",NULL,NULL
"111","27","31","Satara",NULL,NULL
"111","27","32","Ratnagiri",NULL,NULL
"111","27","33","Sindhudurg",NULL,NULL
"111","27","34","Kolhapur",NULL,NULL
"111","27","35","Sangli",NULL,NULL
"111","28","01","Adilabad",NULL,NULL
"111","28","02","Nizamabad",NULL,NULL
"111","28","03","Karimnagar",NULL,NULL
"111","28","04","Medak",NULL,NULL
"111","28","05","Hyderabad",NULL,NULL
"111","28","06","Rangareddy",NULL,NULL
"111","28","07","Mahbubnagar",NULL,NULL
"111","28","08","Nalgonda",NULL,NULL
"111","28","09","Warangal",NULL,NULL
"111","28","10","Khammam",NULL,NULL
"111","28","11","Srikakulam",NULL,NULL
"111","28","12","Vizianagaram",NULL,NULL
"111","28","13","Visakhapatnam",NULL,NULL
"111","28","14","East Godavari",NULL,NULL
"111","28","15","West Godavari",NULL,NULL
"111","28","16","Krishna",NULL,NULL
"111","28","17","Guntur",NULL,NULL
"111","28","18","Prakasam",NULL,NULL
"111","28","19","Nellore",NULL,NULL
"111","28","20","Cuddapah",NULL,NULL
"111","28","21","Kurnool",NULL,NULL
"111","28","22","Anantapur",NULL,NULL
"111","28","23","Chittoor",NULL,NULL
"111","29","01","Belgaum",NULL,NULL
"111","29","02","Bagalkot",NULL,NULL
"111","29","03","Bijapur",NULL,NULL
"111","29","04","Gulbarga",NULL,NULL
"111","29","05","Bidar",NULL,NULL
"111","29","06","Raichur",NULL,NULL
"111","29","07","Koppal",NULL,NULL
"111","29","08","Gadag",NULL,NULL
"111","29","09","Dharwad",NULL,NULL
"111","29","10","Uttara Kannada",NULL,NULL
"111","29","11","Haveri",NULL,NULL
"111","29","12","Bellary",NULL,NULL
"111","29","13","Chitradurga",NULL,NULL
"111","29","14","Davanagere",NULL,NULL
"111","29","15","Shimoga",NULL,NULL
"111","29","16","Udupi",NULL,NULL
"111","29","17","Chikmagalur",NULL,NULL
"111","29","18","Tumkur",NULL,NULL
"111","29","19","Kolar",NULL,NULL
"111","29","20","Bangalore",NULL,NULL
"111","29","21","Bangalore Rural",NULL,NULL
"111","29","22","Mandya",NULL,NULL
"111","29","23","Hassan",NULL,NULL
"111","29","24","Dakshina Kannada",NULL,NULL
"111","29","25","Kodagu",NULL,NULL
"111","29","26","Mysore",NULL,NULL
"111","29","27","Chamarajanagar",NULL,NULL
"111","30","01","North Goa",NULL,NULL
"111","30","02","South Goa",NULL,NULL
"111","31","01","Lakshadweep",NULL,NULL
"111","32","01","Kasaragod",NULL,NULL
"111","32","02","Kannur",NULL,NULL
"111","32","03","Wayanad",NULL,NULL
"111","32","04","Kozhikode",NULL,NULL
"111","32","05","Malappuram",NULL,NULL
"111","32","06","Palakkad",NULL,NULL
"111","32","07","Thrissur",NULL,NULL
"111","32","08","Ernakulam",NULL,NULL
"111","32","09","Idukki",NULL,NULL
"111","32","10","Kottayam",NULL,NULL
"111","32","11","Alappuzha",NULL,NULL
"111","32","12","Pathanamthitta",NULL,NULL
"111","32","13","Kollam",NULL,NULL
"111","32","14","Thiruvananthapuram",NULL,NULL
"111","33","01","Thiruvallur",NULL,NULL
"111","33","02","Chennai",NULL,NULL
"111","33","03","Kancheepuram",NULL,NULL
"111","33","04","Vellore",NULL,NULL
"111","33","05","Dharmapuri",NULL,NULL
"111","33","06","Tiruvannamalai",NULL,NULL
"111","33","07","Viluppuram",NULL,NULL
"111","33","08","Salem",NULL,NULL
"111","33","09","Namakkal",NULL,NULL
"111","33","10","Erode",NULL,NULL
"111","33","11","The Nilgiris",NULL,NULL
"111","33","12","Coimbatore",NULL,NULL
"111","33","13","Dindigul",NULL,NULL
"111","33","14","Karur",NULL,NULL
"111","33","15","Tiruchirappalli",NULL,NULL
"111","33","16","Perambalur",NULL,NULL
"111","33","18","Cuddalore",NULL,NULL
"111","33","19","Nagapattinam",NULL,NULL
"111","33","20","Thiruvarur",NULL,NULL
"111","33","21","Thanjavur",NULL,NULL
"111","33","22","Pudukkottai",NULL,NULL
"111","33","23","Sivaganga",NULL,NULL
"111","33","24","Madurai",NULL,NULL
"111","33","25","Theni",NULL,NULL
"111","33","26","Virudhunagar",NULL,NULL
"111","33","27","Ramanathapuram",NULL,NULL
"111","33","28","Thoothukkudi",NULL,NULL
"111","33","29","Tirunelveli",NULL,NULL
"111","33","30","Kanniyakumari",NULL,NULL
"111","33","31","KRISHNAGIRI",NULL,NULL
"111","33","O4","ARIYALUR",NULL,NULL
"111","33","P8","Triuppur",NULL,NULL
"111","34","01","Yanam",NULL,NULL
"111","34","02","Pondicherry",NULL,NULL
"111","34","03","Mahe",NULL,NULL
"111","34","04","Karaikal",NULL,NULL
"111","35","01","Andamans",NULL,NULL
"111","35","02","Nicobars",NULL,NULL
